deceptive,hotel,polarity,source,text
truthful,fairmont,positive,TripAdvisor,"We recently completed our second stay at the Fairmont Chicago. The check-in process was quick and painless, but the front desk staff was almost indifferent to the entire procedure. This is fine when traveling for business, but on leisure trips I would appreciate a warmer welcome. The hotel was hosting a convention at the same time as our stay, but other than a few signs/attendees in the lobby, we wouldn't have noticed. This is likely due to the separation of the conference areas from the rooms and the 8 high-speed elevators. We stayed in a Parkview Suite, so we had a large room with a great view of Millenium Park. The anteroom was nicely appointed with a couch, coffee table, desk, wet bar with sink and coffee maker, and a dining area. The room appeared to be the same as a standard Fairmont room, but perhaps slightly larger. The bathroom also appeared to be similar to a standard Fairmont room, and again, perhaps slightly larger. The upscale modern decor is nice but not overly fancy, and there are plenty of touches like a shoe shine station (with extra collar tabs) sprinkled throughout. We booked a few evening activities through the concierge and everything went smoothly. The hotel's restaurant, Aria, couldn't find our reservation but they oddly knew my name and remembered that the hotel had called to make a reservation for us. They had no problem seating us and the dinner (both the food and the service) was delicious. Minor complaints: The pillows could be better. I don't know if they remember our preference for down-free bedding from our last visit, but seriously, these things didn't feel like pillows. I'll suffer from some congestion if I can get better neck support. Also, the valet attendants seem overly eager to take your car (and charge you $49). And as I mentioned above, the front desk experience could be improved. Best Feature: After our first stay, I left a brief review in the comments section of the Fairmont President's Club website (membership is free). I received a phone call from the rooms manager the same day to discuss our experience. After that stay, I left a review basically thanking the hotel staff for a great stay, but I still received a warm and friendly call from the rooms manager asking if there was anything they could do to improve our next stay. Kudos to the Fairmont for taking their guests seriously, and for that, they have earned my loyalty."
truthful,conrad,positive,TripAdvisor,"My husband and iodine stayed here for New Years eve weekend. This is an excellent hotel in an excellent location. Hotel is very tastefully decorated and warmly welcoming. The rooms had the best electronics I've ever seen. Loved that they had a soaking tub and a spacious shower stall. The hotel restaurant seemed to be empty everytime we walked by, so we avoided it too. Ate at Joe's across the street - excellent seafood. And you can shop til you drop without going outside! Nordstroms and four story mall is attached. Lots of good 'food on the run' places in there. Loved Chicago - loved the Conrad. I will go back!"
truthful,conrad,positive,TripAdvisor,My husband and I stayed here for New Years Eve weekend. This is a great hotel in a great location. The hotel is very tastefully decorated and warmly welcoming. The rooms had the best electronics I have ever seen. I loved that they had a soaking tub and a spacious shower stall. The hotel restaurant seemed empty every time we walked by so we avoided that too. We ate at Joe's across the street - great seafood. And you can shop until you drop without going out! Nordstroms and a four story mall are attached to it. Lots of great places to grab a bite to eat. Loved Chicago - loved the Conrad. Will be back!
truthful,fairmont,positive,TripAdvisor,"iodine vacationed at the Fairmont Chicago for 3 nights in July 2009. The room, the bathroom, the view, and the staff were all wonderful. I just wish the hotel were a few blocks North (on MI Ave). Sometimes, when you're tired, that extra couple of blocks seem like miles!"
truthful,fairmont,positive,TripAdvisor,"I stayed 3 nights at the Fairmont Chicago in July 2009. The room, bathroom, view, and staff were all wonderful. I just wish the hotel was a few blocks north (on MI Ave). Sometimes when you're tired, those extra few blocks seem like miles!"
truthful,conrad,positive,TripAdvisor,This be my second time here in two months; both stays were great. The rooms are very nice and very clean. The staff is terrific and always attentive. My only concern would be there never seems to be anyone at the concierge desk.
truthful,conrad,positive,TripAdvisor,This is my second time here in two months; both stays have been great. The rooms are very nice and very clean. The staff is wonderful and always attentive. My only concern would be that there never seems to be anyone at the front desk.
truthful,conrad,positive,TripAdvisor,"My wife and iodine stayed here in the middle of February 2005. We took the (EL) subway to the hotel from O'Hare. It was very convenient. The lobby was nice and the room was clean and comfortable. I've stayed in many a hotel room, this bed was the most comfortable I've ever slept in. The hotel is located in a great area and close to everything. Walking distance to almost all the interesting sites Chicago has. Would definetly recommend this hotel to anyone visiting this great city."
truthful,conrad,positive,TripAdvisor,"My wife and I stayed here in mid-February 2005. We took the EL subway to the hotel from O'Hare. It was very convenient. The lobby was nice and the room was clean and comfortable. I have stayed in many hotel rooms, this bed was the most comfortable I have ever slept in. The hotel is in a great area and close to everything. Walking distance to almost every interesting site in Chicago. I would definitely recommend this hotel to anyone visiting this great city."
truthful,omni,positive,TripAdvisor,"We rich_person stayed at several high end places in Chicago and this is still our favorite. Location is superb, staff are particularly gracious and welcoming without being cloying. Cornell, at the front desk, is unfailingly helpful as is the concierge. We love the extra room that a suite provides and if you join the frequent guest program, high speed internet is gratis, as is a breakfast beverage delivered along with the newspaper each morning at the time of your choosing. Bedding is of excellent quality and they offer truly amazing blackout curtains! We have never had a bad stay at this hotel."
truthful,omni,positive,TripAdvisor,"We have stayed at several high end properties in Chicago and this is still our favorite. The location is superb, the staff is exceptionally friendly and welcoming without being cloying. Cornell at the front desk is always helpful, as is the concierge. We love the extra space that comes with a suite and if you join the loyalty program, high speed internet is free, as is a breakfast drink delivered with the newspaper each morning at a time of your choosing. The bedding is excellent quality and they have really amazing blackout curtains! We have never had a bad stay at this hotel."
truthful,fairmont,positive,TripAdvisor,"We stay at the Fairmont two nights for the SOFA art fair at the Navy Pier. I was impressed that the bellman called us by name when he met the taxi and pronounced it correctly, which is quite unusual. Everyone smiled and welcomed us. The lobby looks clean and friendly, not ultramodern, but not at all tired or worn. Our room, also clean and comfortably furnished, was larger than we expected, with a clean, modern bath and a lovely view of the Navy Pier and the lake. We did not eat at the restaurant, but it looked attractive. Our only problem was that we had asked for non-feather pillows, upon reserving the room, upon checking in, and calling housekeeping. After waiting an hour, we went to bed. The next day the check-in desk person was extremely apologetic and by the time we returned, all the feathers were replaced with foam and non-allergenic materials. The hotel is convenient to Millenium Park and Michigan Ave. We would stay there again, assuming we could get good rates."
truthful,fairmont,positive,TripAdvisor,"We stayed at the Fairmont for two nights for the SOFA art fair at Navy Pier. I was impressed that the bellman called us by name when he met the cab and pronounced it correctly, which is quite unusual. Everyone smiled and greeted us. The lobby looks clean and friendly, not ultra-modern, but not at all tired or worn. Our room, also clean and comfortably furnished, was larger than we expected, with a clean, modern bathroom and a nice view of Navy Pier and the lake. We did not eat in the restaurant, but it looked inviting. Our only problem was that we had requested non-feather pillows, when booking the room, when checking in, and when calling housekeeping. After waiting an hour, we went to bed. The next day the front desk person apologized and by the time we returned all the feathers had been replaced with foam and non-allergenic materials. The hotel is convenient to Millenium Park and Michigan Avenue. We would stay here again, assuming we could get a good rate."
truthful,hyatt,positive,TripAdvisor,"book this on priceline for an insanely low price of $65 a night. The BF and I were amazed when we got there--the person checking us in was friendly and helpful to suggest some local nightspots and the room was gorgeous! A nice upscale, downtown feel and super comfy beds. We had a fabulous view from the 25th floor that inlcluded a sliver of Lake Michigan, a sliver of the Taste of Chicago crowds, and some friendly office workers in the builiding next door who waved to us a few times. Seriously. We had a pretty anonymous experience the rest of our stay--which was fine with us. The hotel consists mainly of 2 towers and is like a huge, sprawling city inside. But we weren't there to stay in the hotel room the entire time...we like to get out and explore as much as possible. The location was fantastic. Easy walking distance to Michigan Avenue and the rest of downtown. We walked for blocks well into the night and never felt like we needed a cab. I also highly recommend the Urban Cruise on the river (the entrance is right across from the hotel)--we saw some amazing architecture from the boat and got to cruise Lake Michigan a bit too. Don't park your car here if you don't need to--it's very expensive. Park downtown or ditch the rental car--you won't need it anyway, you can walk to tons of stuff or grab a cab. Love Chicago and totally recommend this hotel!"
truthful,hyatt,positive,TripAdvisor,"I booked this hotel on Priceline for an incredibly low price of $65 a night. My boyfriend and I were amazed when we arrived. The person who checked us in was friendly and helpful, suggested local nightlife spots, and the room was gorgeous! A nice upscale, downtown feel and super comfy beds. We had a fabulous view from the 25th floor that included a little bit of Lake Michigan, a little bit of the Taste of Chicago crowd, and a few friendly office workers in the building next door who waved at us a few times. Seriously. We had a pretty anonymous experience the rest of our stay, which was fine with us. The hotel is mostly 2 towers and feels like a huge sprawling city inside. But we weren't there to stay in the hotel room the entire time...we like to get out and explore as much as possible. The location was fantastic. Easy walking distance to Michigan Avenue and the rest of downtown. We walked for blocks late into the night and never felt like we needed a cab. I also highly recommend the city river cruise (entrance is right across the street from the hotel) - we got to see some amazing architecture from the boat and also got to take a short cruise on Lake Michigan. Don't park your car here if you don't need it, it's very expensive. Park downtown or ditch the rental car, you won't need it anyway, you can walk to tons of things or take a cab. I love Chicago and totally recommend this hotel!"
truthful,fairmont,positive,TripAdvisor,"From the moment iodine stepped up to the front entrance my luxury service began! I enjoyed every minute @ the fairmont! The King room was spacious and the decor chic! The coffee maker was the coolest and the bathroom is huge! I really like the separate shower, tub, and separate door for the toilet. The desserts and cheese spread at ENO so yummy. Before the fairmont the W hotel was my favorite chain of hotels to stay at."
truthful,fairmont,positive,TripAdvisor,"From the moment I arrived at the main entrance, I started enjoying luxury service! I enjoyed every minute at the Fairmont! The king room was spacious and the decor was chic! The coffee maker was the coolest and the bathroom is huge! I really like the separate shower, bathtub and separate door to the toilet. The desserts and cream cheese at ENO are so delicious. Before the Fairmont, the W hotel was my favorite hotel chain."
truthful,fairmont,positive,TripAdvisor,"The reappraisal we read were a bit mixed, but I thought it was excellent. I've stayed in The Splendido, Villa D'Este and others and it doesn't compare, but nor should it. It doesn't claim to be in that space. I expected it to be a notch off the Four Seasons and so it proved. A only a small notch too!. Lovely clean and bright room. Superb views, very quiet, comfy bed etc. Excellent service all round and nice staff. For the money and quality it stacked up very well indeed. Couldn't really fault it any way given it was half the cost of the Four Seasons but pretty close in terms of overall experience. We will go there again when in Chicago. Great location too."
truthful,fairmont,positive,TripAdvisor,"The reviews we read were a bit mixed but I thought it was excellent. I've stayed at the Splendido, Villa D'Este and others and it doesn't compare but it shouldn't be either. It doesn't claim to be in that category. I expected it to be a notch below the Four Seasons and that's what it turned out to be. Only a small notch too! Nice clean bright room. Great views, very quiet, comfortable bed etc. Overall excellent service and pleasant staff. For the price and quality it's really very good. Can't really fault it in anyway considering it's half the price of the Four Seasons but pretty close in terms of overall experience. We will stay here again on our next trip to Chicago. Great location as well."
truthful,omni,positive,TripAdvisor,"My husband and iodine had a wonderful stay at the Omni Chicago Hotel. I had contacted the customer service representative prior to our stay to request a quiet suite. When we arrived, she greeted us and confirmed that we were getting exactly what I had requested--and more. Our suite had a partial view of the lake!!! And, we were able to check in early. The service at this hotel is incredible. Everyone made us feel welcome and took care to respond to any question or request that we had. The suite was very quiet even though we were on the east side of the hotel, very near to Michigan Avenue. Housekeeping was prompt and thorough. We really couldn't have asked for a better hotel. We will definitely stay there on future trips to Chicago and will recommend this hotel to anyone who travels there."
truthful,omni,positive,TripAdvisor,"My husband and I had a wonderful stay at the Omni Chicago Hotel. I had contacted the customer service representative prior to our stay to request a quiet suite. When we arrived, she greeted us and confirmed that we were getting exactly what I requested and more. Our suite had a partial lake view!!! And we were able to check in early. The service at this hotel is incredible. Everyone made us feel welcome and took great care to answer any questions or requests we had. The suite was very quiet even though we were on the east side of the hotel right off Michigan Avenue. Housekeeping was prompt and thorough. We truly could not have asked for a better hotel. We will definitely stay here on our future trips to Chicago and will recommend this hotel to anyone who goes there."
truthful,omni,positive,TripAdvisor,"astatine the last minute, my son and I decided to take a quick trip to Chicago to see the Cubs. After checking Priceline I decided to book the Omni because of the great price for airfare and hotel. We arrived at the hotel around noon and our room was ready(I had called ahead and requested early arrival).The front desk treated us like we were there best customers-very friendly and accomodating. The room was wonderful with all the modern conviences you would expect in an upscale hotel. The room was spotless and the bed was VERY comfortable. There was not one sign of bed bugs as mentioned in a previous review-maybe those bed bugs were from their luggage and were transferred into their room!!!We then went to the hotel restaurant and had lunch. Our service was great as was the food. We also tried several restaurants around the Omni-all within walking distance. The service, cleanliness and location of the Omni were incredible. We will definitely go back."
truthful,omni,positive,TripAdvisor,"At the last minute my son and I decided to take a quick trip to Chicago to see the Cubs. After checking Priceline I decided to book the Omni because of the great price on airfare and hotel. We arrived at the hotel around noon and our room was ready (I had called ahead and requested an early check in). The front desk treated us like we were their best customers, very friendly and accommodating. The room was beautiful with all the modern amenities you would expect from a high end hotel. The room was spotless and the bed was VERY comfortable. There was not a single sign of bed bugs as mentioned in a previous review - maybe those bed bugs came from their luggage and were transferred to their room!!! We then went to the hotel restaurant and had lunch. Our service was excellent as was the food. We also tried several restaurants around the Omni, all within walking distance. The service, cleanliness and location of the Omni was amazing. We will definitely be returning."
truthful,hyatt,positive,TripAdvisor,iodine stayed at the Hyatt for a two nights on a business trip. My room was oddly shaped to give a stunning view of the river and NBC Building. Both the room and the bathroom were spotless and the room had an air purifier which ran silently. The hotel was well staffed with individuals who were knowledgeable about both the hotel and the surrounding area. I would not hesitate to stay here again and plan to return with my wife for a weekend.
truthful,hyatt,positive,TripAdvisor,I stayed at the Hyatt for two nights on a business trip. My room was an odd shape that offered a great view of the river and the NBC building. The room and bathroom were spotless and the room had an air purifier that ran quietly. The hotel was well staffed and knowledgeable about the hotel and the area. I would not hesitate to stay there again and plan to return with my wife for a weekend.
truthful,conrad,positive,TripAdvisor,"iodine travelled to Chicago last week with my daughter for some Christmas shopping. We booked the Conrad based on the reviews on Tripadvisor. It lived up to all expectations. Great big room, with two king size beds. Very comfortable. Breakfast was great, loads of choice and plenty on the plate. Great location, connected to a shopping mall which was very useful the day it snowed. All and all, a great hotel and we would go back in the morning. Chicago is a great city with very friendly people."
truthful,conrad,positive,TripAdvisor,"Last week I went to Chicago with my daughter to do some Christmas shopping. We booked the Conrad based on the reviews on Tripadvisor. It met all our expectations. A large room with two king size beds. Very comfortable. The breakfast was excellent, with lots of choices and plenty of food on the plate. Great location, connected to a mall which was very helpful on the day it snowed. Overall a great hotel and we would stay there again the next morning. Chicago is a great city with very friendly people."
truthful,sheraton,positive,TripAdvisor,The Sheraton was a wonderful hotel! When me and my mom flew in we were really tired so we decided to take a quick nap. We didnt want to get up! The beds are absolutely to die for. I wanted to take it home with me. The service was great and this was probably one of the biggest if not the biggest hotel ive ever stayed in. They had a really nice restaurant inside with excellent food.
truthful,sheraton,positive,TripAdvisor,"The Sheraton was a wonderful hotel! When my mom and I arrived we were really tired so we decided to take a little nap. We didn't want to get up! The beds are absolutely to die for. I wanted to take them home with me. The service was excellent and it was probably one of the largest, if not the largest hotel I have ever stayed in. They had a very nice restaurant inside with great food."
truthful,sheraton,positive,TripAdvisor,"We always stay astatine the Sheraton Chicago Hotel & Towers when we take our kids to the city. You can't beat the location which is in walking distance of Navy Pier and Michigan Ave. The hotel is also just a couple of blocks from the fabulous Fox & Obel, a high end grocery store with many prepared items available to go and a great cafe that serves a stellar breakfast. The hotel staff are professional and courteous and the rooms are more than adequate with very comfy beds. My kids enjoy the pool with it's windows that overlook the Chicago river."
truthful,sheraton,positive,TripAdvisor,"We always stay at the Sheraton Chicago Hotel & Towers when we bring our kids to the city. The location can't be beat, just steps from Navy Pier and Michigan Avenue. The hotel is also a few blocks from the fabulous Fox & Obel, a high-end grocery store with many prepared foods to go and a great coffee shop that serves an exceptional breakfast. The hotel staff is professional and courteous and the rooms are more than adequate with very comfortable beds. My kids enjoy the pool with its windows overlooking the Chicago River."
truthful,knickerbocker,positive,TripAdvisor,"just got back from three nights at the Knickerbocker. Went up to Chicago for some last minute Christmas shopping. Hotel is in a great location. North end of Michigan Ave. about half a block away. Staff was very nice and professional. Everyone we came in contact with was very helpful. Granted this is a older hotel and some of the rooms are no bigger than closets. We were booked into a standard room and when we arrived we upgraded to a deluxe room. Good size room, with nice furnishings and a comfortable bed. Bathroom was somewhat small. Housekeeping did a great job cleaning the room every day. Did not eat at the restaurant Nix, but saw several people getting orders delivered to the bar. Overheard comments saying the food was very good. Drink service at the Martini Bar can be slow. Martinis run $9 and up. Very good drinks and they don't shy away from the liquor. Valet parking was $35 a day with in/out priviliges. Overall a great stay. Would definately stay at this hotel in the future."
truthful,knickerbocker,positive,TripAdvisor,"I just got back from three nights at the Knickerbocker. I went to Chicago to do some last minute Christmas shopping. The hotel is in a great location. North of Michigan Avenue, about a half block. The staff was very nice and professional. Everyone we encountered was very helpful. Granted, this is an older hotel and some of the rooms are no bigger than closets. We booked a standard room and were upgraded to a deluxe room when we checked in. Nice sized room with nice furniture and a comfortable bed. The bathroom was a little small. The housekeeping staff did a great job cleaning the room every day. I didn't eat at the Nix restaurant, but I did see several people getting orders delivered to the bar. I heard reviews that the food was very good. The drink service at the Martini Bar can be slow. Martinis are $9 and up. Very good drinks and they don't hold back on alcohol. Valet parking was $35 per day with in and out privileges. Overall a great stay. I will definitely stay at this hotel in the future."
truthful,homewood,positive,TripAdvisor,"we stay here in january when it was -20. but even then we enjoyed it so much we could not wait to get back. chicago is a great town to visit and the homewood suites is the place to stay, period. now we stayed from the 9/5/2009 to 9/5/2009 and enjoyed every day. (p.s. the weather was in the high 70s). to get back to the hotel, it was fantastic, it has everything you need and its write in the heart of the city. two seperate rooms were very handy as we had our teenage son. full kitchen, (laundry on 7th floor) seveal foodmarkets within walking distance, everything within walking distance. you wont need a car and at $42 for valet parking you wont want one. dont take my word for it , check it out you wont be disappointed. oh and did i mention free breakfast and dinner . job done. its a no brainer book now. p.s. theres also a beach within walking distance"
truthful,homewood,positive,TripAdvisor,"We stayed here in January when it was -20. But even then we enjoyed it so much we couldn't wait to come back. Chicago is a great city to visit and the Homewood Suites is the place to stay, period. We stayed from 5/9/2009 to 5/9/2009 and enjoyed every day. (P.S. the weather was in the 70's). Back to the hotel, it was fantastic, it has everything you need and is right in the heart of the city. Two separate bedrooms were very convenient since we had our teenage son. Full kitchen (laundry on the 7th floor), several food markets within walking distance, everything within walking distance. You won't need a car and at $42 for valet parking you won't want one. Don't take my word for it, check it out, you won't be disappointed. Oh and did I mention free breakfast and dinner. Job done. It's a no brainer, book now. P.S. There is also a beach within walking distance"
truthful,homewood,positive,TripAdvisor,"The location of this hotel Washington excellent as it is just beside the subway and the bus stop for the free trolley bus to Navy Pier is just beside the hotel. The room was very spacious. Kind of too big for a solo traveler. The view from the room was excellent and it was a great view to sleep at night. The bathroom was spacious too and the room has a big wardrobe. The kitchen has microwave oven and cooking utensils. Some of the cooking utensils were a bit dirty, probably because they had not been used for sometime. However, the microwave oven was very useful as I can heat up food to eat at night. You can easily walk to the magnificent mile by cutting across the shopping mall across the road. Do check out Pizzeria Uno which is near the hotel that serves the delicious deep dish pizza. For cheaper food, do check out the foodcourt at the shopping mall. The hotel also serves breakfast and dinner from Mon to Thur. I did not find the food that fantastic but it was pretty decent. I will strongly recommend this hotel to everyone going to Chicago."
truthful,homewood,positive,TripAdvisor,"The location of this hotel was excellent as it is right next to the subway and the bus stop for the free trolley to Navy Pier is right next to the hotel. The room was very spacious. A little too big for a solo traveler. The view from the room was excellent and it was a great view to sleep in at night. The bathroom was also spacious and the room had a large wardrobe. The kitchen has a microwave and cooking utensils. Some of the cooking utensils were a little dirty, probably because they had not been used for a while. However, the microwave was very useful as I can heat up food to eat in the evening. You can easily walk to the Magnificent Mile by crossing the mall across the road. Don't miss Pizzeria Uno which is near the hotel and serves the delicious deep-dish pizza. For cheaper options, don't miss the food court in the mall. The hotel also serves breakfast and dinner Monday through Thursday. I didn't find the food to be fantastic but it was pretty decent. I would highly recommend this hotel to anyone visiting Chicago."
truthful,swissotel,positive,TripAdvisor,This be a wonderful hotel with all the amenities. Everyone was helpful. The breakfast buffet was wonderful. The bed was 'just like home'. We would definitely stay again. A nice touch was the water bottles left in our car for us to enjoy on our way home. It was little touches like this that make this hotel one of the best.
truthful,swissotel,positive,TripAdvisor,"This is a wonderful hotel with all the amenities. Everyone was helpful. The breakfast buffet was wonderful. The bed was ""just like home"". We would definitely stay here again. A nice touch was the bottles of water left in our car for us to enjoy on the way home. It's little touches like these that make this hotel one of the best."
truthful,swissotel,positive,TripAdvisor,"Swissotel Washington the cleanest hotel I have ever stayed in! The room and bathroom were quite large for downtown Chicago. The pool and hot tub were also very nice. I would definately recommend this hotel. We didn't hear any noise in our room from other guests or from the city. It is in a great location - walking distance to Millenium Park, the Loop and Michigan Ave."
truthful,swissotel,positive,TripAdvisor,"The Swissotel is the cleanest hotel I have ever stayed in! The room and bathroom were quite large for downtown Chicago. The pool and hot tub were also very nice. I would definitely recommend this hotel. We did not hear any noise in our room from other guests or the city. It is in a great location, walking distance to Millenium Park, the Loop, and Michigan Avenue."
truthful,swissotel,positive,TripAdvisor,"iodine just enjoyed a 3-day weekend at the Swissotel Chicago. A friend of mine booked it and got a GREAT rate. Cheaper than even a fleabag motel. So keep an eye out for specials. The view was great, the location was prime. The staff was helpful. The room was large (we had 2 double beds). I only have one complaint. Our room was next to some sort of storage or mechanical room where employees (I think) would sneak off to talk on the phone. The sound came right though the vent in our bathroom and we could hear them plain-as-day. Fortunately, the sound was only in the bathroom so it wasn't like it kept us up at night. It was just a little weird. Overall, a great stay and I will definitely stay there again."
truthful,swissotel,positive,TripAdvisor,"I just spent a 3 day weekend at the Swissotel Chicago. A friend of mine booked and got a GREAT rate. Even cheaper than a crappy motel. So keep an eye out for specials. The view was great, the location was great. The staff was helpful. The room was large (we had 2 double beds). I only have one complaint. Our room was next to some sort of storage or mechanical room where the employees (I think) would sneak in to talk on the phone. The noise came right through our bathroom vent and we could hear them like it was daylight. Luckily the noise was only coming from the bathroom so it wasn't like it kept us awake at night. It was just a little weird. Overall a great stay and I would definitely stay here again."
truthful,homewood,positive,TripAdvisor,"Hi,Stayed here for three night recently,From check in to check out all Staff members went out of their way to make sure everything was ok and if there was anything they could do to help us,directions,restaurants, transport,nothing was too much trouble,The dinner from monday to thursday 5-7 was a wonderful surprise,also the breakfast was more than adequet,Stayed on the 15th floor and slept soundly,Hotel close to everything for the tourist or business traveller.Restaurants and shopping all within 5-10 mins."
truthful,homewood,positive,TripAdvisor,"Hello, I stayed here for three nights recently. From check in to check out all the staff went out of their way to make sure everything was ok and if there was anything they could do to help us, directions, restaurants, transport, nothing was too much trouble, dinner Monday to Thursday from 5pm to 7pm was a wonderful surprise, breakfast was also more than adequate, I stayed on the 15th floor and slept soundly, the hotel is close to everything for the tourist or business traveller. Restaurants and shops all within 5-10 minutes."
truthful,swissotel,positive,TripAdvisor,"stay here on business a few nights and really liked it. Very attractive, classy and comfortable hotel that's got an element of sexy and sharp. Public spaces are very nice, with an open area bar in the front lobby and nice sitting areas. Rooms are lovely as well, with handsome fixtures and furniture, a terrific desk work space and comfortable bed. Bathroom amenities and fixtures are sleek and attractive as well. Best of all, the hotel has breathtaking views of the city and the water - both the river and the lake. If you're working in the area, it's the best choice for that part of town, and I prefer it to the nearby Hyatt and Monaco."
truthful,swissotel,positive,TripAdvisor,"I stayed here on business for a few nights and really liked it. Very attractive, stylish and comfortable hotel, with a sexy and edgy edge. The public areas are very nice, with an open bar in the lobby and nice sitting areas. The rooms are also lovely, with nice fixtures and furniture, a great workspace and a comfortable bed. The bathroom fixtures and fittings are also stylish and attractive. Best of all, the hotel offers stunning views of the city and the water - both the river and the lake. If you are working in the area, this is the best choice for this part of town, and I prefer it to the Hyatt and the Monaco nearby."
truthful,homewood,positive,TripAdvisor,"just back from a business trip. The Homewood is in a great location just off the Magnificent Mile, includes a great breakfast, heavy hors d'ouevres for dinner with beer and all for a pre-paid rate of $129. Without a doubt the best value in Chicago for a long, long time."
truthful,homewood,positive,TripAdvisor,"I just got back from a business trip. The Homewood is in a great location right off the Magnificent Mile and offers a great breakfast, hearty dinner appetizers with beer, all for a prepaid rate of $129. Definitely the best value in Chicago in a long, long time."
truthful,knickerbocker,positive,TripAdvisor,"iodine loved this hotel - fabulous old building but with first class modern amenities. Great location, as it's so close to both lakeshore and city. Chicago is such a walkable city, so this was a superb base. The staff were just lovely - so very friendly and efficient. The room was wonderful - very, very comfortable and exceptionally clean. Great chair. Great coffee. Lovely bathroom with a huge, absolutely fantastic shower. It was also extremely quiet. That, and the best bed ever, meant I slept so well and since I was there for a week, that was very important to me. Yummy martinis at the Martini Bar. I will most definitley be back!"
truthful,knickerbocker,positive,TripAdvisor,"I loved this hotel - a fabulous old building but with first class modern facilities. Excellent location as it is so close to the lakefront and the city. Chicago is a very walkable city so it was a superb base. The staff were just lovely - very friendly and efficient. The room was wonderful - very, very comfortable and exceptionally clean. Great chair. Great coffee. Beautiful bathroom with a huge shower that was absolutely fantastic. It was also extremely quiet. That, and the best bed ever, meant I slept really well and as I was there for a week this was very important to me. Delicious martinis in the Martini Bar. I will definitely be back!"
truthful,sheraton,positive,TripAdvisor,"This be a great hotel! The views are fabulous, the service it friendly and the location is superb. We booked a room on an upper floor and had access to the lounge where breakfast and snacks were available with picture perfect views of the Chicago River. The only negative is that the ceilings in the hall and room are low and can make you feel a little cramped. We booked our room for $89 a night for Memorial Day weekend. It was a steal! I highly recommend this hotel to anyone and will be returning!"
truthful,sheraton,positive,TripAdvisor,"This is a great hotel! The view is fabulous, the service is friendly, and the location is superb. We booked a room on the upper floor and had access to the lounge where breakfast and snacks were available with a perfect view of the Chicago River. The only negative is that the ceilings in the lobby and room are low and can make you feel a little cramped. We booked our room for $89 a night for Memorial Day weekend. It was a steal! I would highly recommend this hotel to anyone and will be staying here again!"
truthful,swissotel,positive,TripAdvisor,"My three nieces and I stayed here for a long weekend, we had a wonderful time. We arrived early around 8:30am and they let us into our room. This was very nice otherwise we would have had to store our luggage and register later Room was very clean as was the bathroom. With 4 women we needed extra towels, they brought them up right away and then we got a call to make sure they were delivered. Room was also quiet, construction going on behind us and we never heard anything. Beds comfy and so were the quilts... Good location for Michigan Ave. All in all a wonderful stay. Would return."
truthful,swissotel,positive,TripAdvisor,"My 3 nieces and I stayed here for a long weekend, we had a wonderful time. We arrived early around 8:30 and they let us into our room. This was very nice, otherwise we would have had to store our luggage and check in later. The room was very clean as was the bathroom. With 4 women we needed extra towels, they brought them right away and then we got a call to make sure they were delivered. The room was also quiet, there was construction going on behind us and we didn't hear a thing. The beds were comfortable as were the duvets... Good location for Michigan Avenue. Overall a wonderful stay. Would stay again."
truthful,sheraton,positive,TripAdvisor,"iodine have been 4 times in Chicago, and I have stayed in 4 different Hotels: This has been for much the very best option. The lobby, the warm of the receptionist, the room, the hotel is very good. It is walking distance to the Magnificent Mile and there's no chance for you to get lost from this hotel. If you like to travel with style this could be a very good option."
truthful,sheraton,positive,TripAdvisor,"I have stayed in Chicago 4 times and in 4 different hotels, this one has been by far the best option. The lobby, the warm welcome from the receptionist, the room, the hotel are all very good. It is within walking distance of the Magnificent Mile and you are not likely to get lost from this hotel. If you like to travel in style, this could be a very good option."
truthful,homewood,positive,TripAdvisor,"Our first visit to Chicago and iodine really cannot wait to go back. The hotel was in a great location and every member of staff we had contact with were exceptionally helpful. Particular mention should go to the door staff who were amazingly helpful. The room was clean, quiet and spacious, if only every hotel were like this."
truthful,homewood,positive,TripAdvisor,"This is our first visit to Chicago and I really look forward to returning. The hotel was in a great location and all the staff we came into contact with were exceptionally helpful. A special mention should go to the door staff who were incredibly helpful. The room was clean, quiet and spacious, if only all hotels were like that."
truthful,swissotel,positive,TripAdvisor,"The best service!!! The staff here Washington incredible. You never had to lift a finger. The room was huge as hotel rooms go. The view was phenomenal. Location great. What a great weekend. We did stop for a drink at the Palm Restaurant and unfortunately, it closes at 11 p.m. Too bad!!! The Lobby Lounge is open later but drinks costs twice as much as the bar at the Palm."
truthful,swissotel,positive,TripAdvisor,The best service!!! The staff was amazing. You never had to lift a finger. The room was huge for a hotel room. The view was phenomenal. The location was amazing. What an awesome weekend. We stopped for drinks at the Palm restaurant and unfortunately it closes at 11pm. Too bad!!! The Lobby Lounge is open later but the drinks are twice as expensive as the Palm bar.
